"shot_id","shot_made_flag"
1,0.262056559324265
8,0.262212961912155
17,0.32819065451622
20,0.755832016468048
33,0.250571042299271
34,0.29242417216301
35,0.540416479110718
36,0.691741108894348
37,0.950484573841095
38,0.356459617614746
45,0.570294916629791
50,0.286269694566727
55,0.253563970327377
60,0.26992079615593
66,0.269477993249893
67,0.184860646724701
71,0.272263258695602
80,0.212993755936623
85,0.249634146690369
86,0.633953809738159
95,0.801681935787201
104,0.462911933660507
113,0.490232437849045
123,0.233743816614151
126,0.943272888660431
133,0.714108526706696
141,0.180552676320076
144,0.564778983592987
150,0.448580771684647
152,0.204621329903603
153,0.332942456007004
156,0.309012323617935
159,0.933508276939392
165,0.391469955444336
172,0.572433054447174
182,0.874683558940887
192,0.303109169006348
193,0.519973814487457
196,0.230445668101311
202,0.298082202672958
210,0.285367608070374
211,0.581772148609161
228,0.952910006046295
257,0.459642201662064
260,0.539449572563171
264,0.270217210054398
267,0.626919388771057
279,0.850859642028809
282,0.64738255739212
293,0.447405874729156
299,0.902275800704956
300,0.728455007076263
301,0.797632098197937
317,0.410297602415085
327,0.322111219167709
328,0.322156399488449
335,0.372184753417969
346,0.835334777832031
348,0.123955480754375
365,0.327351689338684
390,0.705688178539276
391,0.693306267261505
392,0.95829439163208
397,0.622135043144226
418,0.210292041301727
428,0.5076704621315
434,0.723904252052307
439,0.313389956951141
440,0.703159034252167
456,0.600360572338104
459,0.170444697141647
472,0.541047394275665
480,0.195968821644783
491,0.558118104934692
497,0.398666828870773
509,0.451235413551331
511,0.430186808109283
523,0.242496058344841
533,0.397580832242966
544,0.52353709936142
546,0.467304170131683
555,0.767935633659363
558,0.107613757252693
560,0.188383892178535
573,0.208263829350471
591,0.390743941068649
596,0.168588563799858
597,0.2798692882061
601,0.740344345569611
605,0.496626019477844
617,0.392380565404892
628,0.294412344694138
634,0.462454974651337
646,0.520164787769318
649,0.255640476942062
651,0.794772088527679
654,0.876123905181885
656,0.417331278324127
657,0.660744667053223
669,0.343658447265625
670,0.940700650215149
693,0.792327046394348
694,0.398460268974304
699,0.451637327671051
711,0.419625878334045
718,0.298354268074036
722,0.216125383973122
723,0.22947795689106
725,0.830596208572388
734,0.332266330718994
735,0.525605022907257
737,0.77295857667923
746,0.245898991823196
747,0.72799414396286
766,0.397254288196564
767,0.386682033538818
771,0.273925364017487
773,0.1822649538517
774,0.332210540771484
783,0.339309632778168
784,0.368839621543884
789,0.317904561758041
792,0.442225337028503
804,0.185600847005844
809,0.381577968597412
812,0.245063573122025
813,0.465880900621414
817,0.386603683233261
820,0.406440079212189
825,0.422220677137375
826,0.359895527362823
829,0.410614758729935
855,0.463818460702896
859,0.621488094329834
862,0.252541989088058
870,0.336919575929642
876,0.295989871025085
880,0.329084873199463
886,0.964358150959015
889,0.94694584608078
891,0.329090505838394
897,0.974385201931
902,0.122823126614094
903,0.399782806634903
908,0.322477638721466
909,0.370659679174423
920,0.186916559934616
922,0.410279661417007
924,0.73789519071579
932,0.337543368339539
934,0.260697692632675
937,0.2831189930439
941,0.203966945409775
943,0.424613296985626
950,0.426755994558334
952,0.297287076711655
954,0.869035065174103
963,0.360865086317062
975,0.478424817323685
979,0.380790174007416
981,0.4402676820755
983,0.188987642526627
985,0.497056931257248
989,0.588449954986572
995,0.401100635528564
998,0.361830145120621
1008,0.181255280971527
1019,0.595406889915466
1023,0.424668967723846
1026,0.363341778516769
1029,0.739261865615845
1034,0.896705448627472
1036,0.694882154464722
1038,0.331005752086639
1039,0.700521051883698
1051,0.423639267683029
1052,0.330628782510757
1066,0.243562921881676
1087,0.226981893181801
1092,0.315561681985855
1094,0.900849223136902
1098,0.489737749099731
1099,0.467794179916382
1102,0.337336242198944
1118,0.562303423881531
1131,0.307324647903442
1133,0.701854944229126
1135,0.907228827476501
1138,0.508789479732513
1139,0.729678571224213
1142,0.514089047908783
1151,0.356449723243713
1152,0.481122076511383
1155,0.572049736976624
1165,0.362466484308243
1167,0.662566840648651
1172,0.427977859973907
1174,0.646768867969513
1180,0.468269973993301
1200,0.327876657247543
1202,0.436255872249603
1227,0.751851975917816
1228,0.70695161819458
1229,0.264374583959579
1237,0.438415825366974
1241,0.445228666067123
1256,0.304505467414856
1279,0.376060426235199
1293,0.248282596468925
1295,0.228123843669891
1319,0.726773500442505
1320,0.37536484003067
1321,0.889227509498596
1322,0.839443624019623
1334,0.224910274147987
1351,0.789393603801727
1373,0.418874114751816
1375,0.161025956273079
1380,0.484098941087723
1382,0.622535705566406
1385,0.37313649058342
1399,0.423823118209839
1403,0.397475302219391
1428,0.214627861976624
1434,0.35956934094429
1444,0.946869015693665
1448,0.327831655740738
1466,0.964361667633057
1476,0.329660832881927
1478,0.4097720682621
1485,0.30458465218544
1491,0.597448110580444
1494,0.784122884273529
1500,0.420356273651123
1501,0.713126659393311
1503,0.397250950336456
1519,0.70278400182724
1524,0.402779519557953
1529,0.775952756404877
1533,0.861716449260712
1538,0.985527157783508
1539,0.291507810354233
1546,0.431826412677765
1555,0.279991984367371
1559,0.33573055267334
1563,0.716312825679779
1565,0.777334094047546
1574,0.40530526638031
1591,0.303203880786896
1594,0.220479860901833
1605,0.28597366809845
1611,0.490849018096924
1614,0.504356205463409
1620,0.418610483407974
1626,0.224421828985214
1630,0.480868101119995
1632,0.385333329439163
1634,0.595256149768829
1643,0.301582306623459
1651,0.527620434761047
1655,0.381852328777313
1658,0.241704046726227
1659,0.40582287311554
1665,0.333510607481003
1675,0.430674165487289
1680,0.789910495281219
1690,0.396012097597122
1696,0.262900859117508
1714,0.423409521579742
1721,0.485129833221436
1726,0.452611804008484
1728,0.457345426082611
1734,0.399985432624817
1735,0.298910439014435
1740,0.30353182554245
1744,0.765074014663696
1747,0.621510565280914
1752,0.233802258968353
1763,0.771117031574249
1765,0.672336578369141
1769,0.311667263507843
1785,0.800155878067017
1787,0.387796550989151
1788,0.407677859067917
1793,0.198033720254898
1800,0.292704910039902
1825,0.558187127113342
1826,0.636901915073395
1834,0.29715484380722
1843,0.331431299448013
1844,0.316752314567566
1848,0.237085267901421
1849,0.360030323266983
1860,0.239073917269707
1863,0.240708693861961
1875,0.680028438568115
1883,0.395782351493835
1890,0.433911174535751
1892,0.373694986104965
1893,0.442300766706467
1897,0.300019145011902
1905,0.426328152418137
1908,0.63934862613678
1931,0.271626561880112
1940,0.812945425510406
1943,0.314482599496841
1947,0.15655255317688
1965,0.67556095123291
1967,0.590538680553436
1968,0.44875168800354
1972,0.743505835533142
1982,0.28615528345108
1985,0.322292238473892
2005,0.776062786579132
2010,0.811823964118958
2021,0.425445556640625
2024,0.921581566333771
2036,0.485297530889511
2043,0.705621898174286
2047,0.647047936916351
2049,0.454217195510864
2055,0.394548952579498
2065,0.485745638608932
2066,0.390027493238449
2070,0.384660482406616
2077,0.976671695709229
2085,0.670503079891205
2095,0.589470624923706
2097,0.664576351642609
2108,0.395513087511063
2112,0.635189950466156
2113,0.506277799606323
2122,0.245173409581184
2139,0.438246667385101
2144,0.354311466217041
2146,0.274181813001633
2148,0.228949710726738
2149,0.76811420917511
2157,0.313612461090088
2159,0.338211596012115
2168,0.450360089540482
2176,0.380471169948578
2178,0.800920605659485
2181,0.53486841917038
2187,0.823467791080475
2188,0.386877298355103
2190,0.242159843444824
2194,0.334922432899475
2197,0.246098697185516
2214,0.318563848733902
2217,0.179637908935547
2222,0.3751420378685
2223,0.278122633695602
2226,0.273505121469498
2230,0.666838765144348
2240,0.194010466337204
2247,0.321273267269135
2250,0.510152757167816
2259,0.362656205892563
2262,0.411449044942856
2266,0.299418330192566
2305,0.221192613244057
2310,0.152794793248177
2313,0.356870174407959
2319,0.900246322154999
2320,0.820122897624969
2345,0.135910823941231
2350,0.785208106040955
2356,0.396769791841507
2360,0.737980842590332
2370,0.468963980674744
2386,0.354177415370941
2398,0.203079357743263
2414,0.772318303585052
2435,0.794897437095642
2439,0.191437914967537
2446,0.788368463516235
2458,0.207456573843956
2465,0.249519169330597
2466,0.352526277303696
2470,0.272692024707794
2495,0.595868587493896
2501,0.309949517250061
2507,0.324159383773804
2533,0.140724748373032
2537,0.427070379257202
2538,0.268741548061371
2541,0.250363528728485
2542,0.769239962100983
2544,0.810640692710876
2554,0.190813168883324
2555,0.18984380364418
2565,0.829739570617676
2575,0.805772840976715
2586,0.409680902957916
2588,0.39074519276619
2594,0.770018935203552
2617,0.318307250738144
2618,0.2562615275383
2623,0.978276789188385
2631,0.388718098402023
2640,0.194342538714409
